Nombre,Rank,Fecha
Japan,50,20122018
Hungary,51,20122018
Ghana,51,20122018
Korea Republic,53,20122018
Jamaica,54,20122018
Cameroon,55,20122018
Egypt,56,20122018
Ecuador,57,20122018
Finland,58,20122018
Bolivia,59,20122018
Albania,60,20122018
Burkina Faso,61,20122018
Slovenia,62,20122018
Honduras,62,20122018
Mali,64,20122018
Côte d'Ivoire,65,20122018
Guinea,66,20122018
Algeria,67,20122018
FYR Macedonia,68,20122018
Saudi Arabia,69,20122018
El Salvador,70,20122018
Panama,71,20122018
South Africa,72,20122018
Cape Verde Islands,72,20122018
Syria,74,20122018
Uganda,75,20122018
Belarus,76,20122018
China PR,76,20122018
Canada,78,20122018
United Arab Emirates,79,20122018
Curacao,80,20122018
Lebanon,81,20122018
Oman,82,20122018
Zambia,83,20122018
Congo,84,20122018
Gabon,85,20122018
Luxembourg,86,20122018
Cyprus,86,20122018
Iraq,88,20122018
Georgia,89,20122018
Israel,90,20122018
Kyrgyz Republic,91,20122018
Trinidad and Tobago,92,20122018
Qatar,93,20122018
Benin,94,20122018
Uzbekistan,95,20122018
Estonia,96,20122018
India,97,20122018
Faroe Islands,98,20122018
Palestine,99,20122018
Vietnam,100,20122018
